epoch,dice_coef_multi,loss,lr,per_class_precision,pixel_precision,val_dice_coef_multi,val_loss,val_per_class_precision,val_pixel_precision
0,0.02688528038561344,2.5504934787750244,1e-04,0.07836579531431198,0.9208479523658752,0.02461838349699974,1.8123388290405273,0.12516216933727264,0.9497100710868835
1,0.036675792187452316,2.242518424987793,1e-04,0.1336895227432251,0.9230369925498962,0.02862844057381153,1.7604255676269531,0.10662867873907089,0.9522818922996521
2,0.04291418939828873,2.1320440769195557,1e-04,0.14225095510482788,0.9247274398803711,0.02960834838449955,1.680513858795166,0.1359800547361374,0.9529697895050049
3,0.047573648393154144,2.0165300369262695,1e-04,0.15014494955539703,0.9291002750396729,0.034183818846940994,1.787134051322937,0.11084406822919846,0.9353435039520264
4,0.05093700438737869,1.9734985828399658,1e-04,0.15327371656894684,0.928758978843689,0.03142412379384041,1.6754196882247925,0.11829908937215805,0.9514046311378479
5,0.05536210536956787,1.9020053148269653,1e-04,0.16634854674339294,0.9312236309051514,0.033150095492601395,1.643261194229126,0.1402912437915802,0.9511657953262329
6,0.05740446597337723,1.8807294368743896,1e-04,0.17005915939807892,0.9317336678504944,0.03728046268224716,1.6372488737106323,0.1482832431793213,0.9533862471580505
7,0.06092429161071777,1.8192006349563599,1e-04,0.17402228713035583,0.9343333840370178,0.03385605290532112,1.6250280141830444,0.14304018020629883,0.9530897736549377
8,0.06048538535833359,1.8172900676727295,1e-04,0.17747700214385986,0.9350703954696655,0.036544159054756165,1.6637310981750488,0.1410224437713623,0.9485368132591248
9,0.0646328404545784,1.7462177276611328,1e-04,0.18200421333312988,0.9372431039810181,0.03929883614182472,1.6735641956329346,0.1567980945110321,0.9536741375923157
10,0.06594875454902649,1.736224889755249,1e-04,0.18828177452087402,0.9381269216537476,0.0449349582195282,1.6031650304794312,0.15927737951278687,0.9551639556884766
11,0.06875493377447128,1.6987974643707275,1e-04,0.19413411617279053,0.9400743842124939,0.044094640761613846,1.6244381666183472,0.12746456265449524,0.9437623023986816
12,0.07019784301519394,1.6847224235534668,1e-04,0.19390498101711273,0.9402636885643005,0.04130667448043823,1.625644326210022,0.14501456916332245,0.9553098678588867
13,0.07341738790273666,1.6518985033035278,1e-04,0.1974627524614334,0.942294716835022,0.04095204919576645,1.5954099893569946,0.14414511620998383,0.9511916041374207
14,0.0739072859287262,1.6308808326721191,1e-04,0.20223896205425262,0.9434592723846436,0.038186125457286835,1.6933079957962036,0.16050177812576294,0.9460554718971252
15,0.07754489779472351,1.5897248983383179,1e-04,0.20322078466415405,0.9466513395309448,0.0471341572701931,1.6114634275436401,0.13232183456420898,0.9515109062194824
16,0.07825633138418198,1.6076796054840088,1e-04,0.206170916557312,0.9446313381195068,0.04351840168237686,1.5905085802078247,0.13745009899139404,0.9526609182357788
17,0.0817047730088234,1.5389678478240967,1e-04,0.21435798704624176,0.9483190178871155,0.04672129079699516,1.6436762809753418,0.13300588726997375,0.9396889209747314
18,0.08460371941328049,1.5292150974273682,1e-04,0.21597206592559814,0.9491426348686218,0.04687926918268204,1.5820317268371582,0.1561153531074524,0.9509438872337341
19,0.08550570905208588,1.52482271194458,1e-04,0.21633002161979675,0.9496215581893921,0.049381840974092484,1.5726040601730347,0.16927850246429443,0.9514682292938232
20,0.08770886063575745,1.5139662027359009,1e-04,0.22390705347061157,0.9504444003105164,0.04787576571106911,1.5500401258468628,0.17286913096904755,0.9523054957389832
21,0.08742259442806244,1.5033531188964844,1e-04,0.21919651329517365,0.9509215354919434,0.04996086284518242,1.553204894065857,0.16128003597259521,0.9497870802879333
22,0.08980832993984222,1.4803732633590698,1e-04,0.22516977787017822,0.951348066329956,0.04842973127961159,1.5927603244781494,0.1527974009513855,0.9534146189689636
23,0.09220239520072937,1.4574196338653564,1e-04,0.2247312217950821,0.9534236192703247,0.04601757228374481,1.584702968597412,0.15543271601200104,0.9537016749382019
24,0.09270143508911133,1.4613690376281738,1e-04,0.2274329513311386,0.9522380232810974,0.04936214163899422,1.5434203147888184,0.14768899977207184,0.9557929635047913
25,0.09620694071054459,1.4140313863754272,1e-04,0.23024490475654602,0.9555889368057251,0.05119329318404198,1.5921434164047241,0.150766983628273,0.9514632225036621
26,0.09630648046731949,1.441442847251892,1e-04,0.22970932722091675,0.9536468386650085,0.04451996460556984,1.620832920074463,0.15299634635448456,0.9460147023200989
27,0.0980275496840477,1.4147244691848755,1e-04,0.23068451881408691,0.9555380344390869,0.04695037379860878,1.5559724569320679,0.17067812383174896,0.9556575417518616
28,0.10340552031993866,1.3592329025268555,1e-04,0.23832987248897552,0.9590361714363098,0.04837436601519585,1.5413923263549805,0.1658381074666977,0.9542155861854553
29,0.10148168355226517,1.404098629951477,1e-04,0.23749984800815582,0.955456018447876,0.05349205061793327,1.5925095081329346,0.15411876142024994,0.9549851417541504
30,0.10685331374406815,1.335892915725708,1e-04,0.24764375388622284,0.9595795273780823,0.05563009902834892,1.5475356578826904,0.16222022473812103,0.9544926881790161
31,0.10772401094436646,1.3514882326126099,1e-04,0.24725915491580963,0.9592607617378235,0.050693757832050323,1.616972804069519,0.16327618062496185,0.948172926902771
32,0.10784225910902023,1.3543530702590942,1e-04,0.24538980424404144,0.9585768580436707,0.04789641872048378,1.6015644073486328,0.16180981695652008,0.9531628489494324
33,0.11082029342651367,1.313775897026062,1e-04,0.24657846987247467,0.9616637825965881,0.05828141048550606,1.6359443664550781,0.15188048779964447,0.9482790231704712
34,0.12271261215209961,1.221639633178711,1e-05,0.2652788460254669,0.968212902545929,0.059672463685274124,1.5915225744247437,0.15297682583332062,0.9529090523719788
35,0.1270626187324524,1.1876009702682495,1e-05,0.27258723974227905,0.9699944853782654,0.05833527073264122,1.5829575061798096,0.1647322028875351,0.9544752836227417
36,0.13169007003307343,1.1778934001922607,1e-05,0.2776511609554291,0.9706204533576965,0.05824540928006172,1.589419960975647,0.16478107869625092,0.9550653100013733
37,0.13303230702877045,1.1716820001602173,1e-05,0.2758852243423462,0.9708210229873657,0.05924888700246811,1.5964899063110352,0.16787023842334747,0.9543790817260742
38,0.1348937302827835,1.1614543199539185,1e-05,0.2797204554080963,0.9713438153266907,0.0626542717218399,1.6004066467285156,0.1601826548576355,0.9552412629127502
39,0.13709208369255066,1.1578984260559082,1e-06,0.28034067153930664,0.9721990823745728,0.06070608273148537,1.5969082117080688,0.15902450680732727,0.9540655612945557
40,0.13747411966323853,1.1475231647491455,1e-06,0.28049856424331665,0.9724910259246826,0.061642978340387344,1.599337100982666,0.16378313302993774,0.9544160962104797
41,0.13712863624095917,1.1399857997894287,1e-06,0.28287479281425476,0.9734362363815308,0.06177038326859474,1.599249005317688,0.17151834070682526,0.9540868401527405
42,0.13785122334957123,1.1498039960861206,1e-06,0.2821648120880127,0.9727270007133484,0.06322470307350159,1.5978938341140747,0.17087697982788086,0.9542793035507202
43,0.1397503912448883,1.1467803716659546,1e-06,0.2842973470687866,0.9727299213409424,0.06287338584661484,1.6025872230529785,0.16937892138957977,0.9536744952201843
44,0.13872162997722626,1.1555322408676147,1e-07,0.28237512707710266,0.9721717834472656,0.06173938885331154,1.6032463312149048,0.16225922107696533,0.9537081122398376
45,0.1379341036081314,1.1476188898086548,1e-07,0.2826530933380127,0.972102165222168,0.06215813383460045,1.6029317378997803,0.16831259429454803,0.9536836743354797
46,0.13842880725860596,1.1506954431533813,1e-07,0.28231561183929443,0.9723359942436218,0.06045885756611824,1.6038752794265747,0.16775564849376678,0.9537581205368042
47,0.1379886120557785,1.1472769975662231,1e-07,0.28446194529533386,0.9731448292732239,0.0609809048473835,1.6035751104354858,0.16511191427707672,0.9537845849990845
48,0.13814091682434082,1.1395905017852783,1e-07,0.28305551409721375,0.9735803604125977,0.0606524720788002,1.6037228107452393,0.16800081729888916,0.9538588523864746
